 00Z 28 05 2017,  101.76 ,  23.45
 12Z 28 05 2017,  0.00 ,  10.89
 00Z 29 05 2017,  0.00 ,  10.38
 12Z 29 05 2017,  0.00 ,  10.90
 00Z 30 05 2017,  0.00 ,  16.91
 12Z 30 05 2017,  0.00 ,  14.85
 00Z 31 05 2017,  261.94 ,  24.41
 12Z 31 05 2017,  221.38 ,  23.24
 00Z 01 06 2017,  157.57 ,  25.72
 12Z 01 06 2017,  4.13 ,  23.76
 00Z 02 06 2017,  0.00 ,  19.10
 12Z 02 06 2017,  15.68 ,  13.81
 00Z 03 06 2017,  24.91 ,  18.97
 12Z 03 06 2017,  0.00 ,  9.81
 00Z 04 06 2017,  0.00 ,  11.46
 12Z 04 06 2017,  0.00 ,  9.33
 00Z 05 06 2017,  0.00 ,  11.84
 12Z 05 06 2017,  0.00 ,  12.96
 00Z 06 06 2017,  0.00 ,  14.77
 12Z 06 06 2017,  0.00 ,  17.87
 00Z 07 06 2017,  0.00 ,  24.41
 12Z 07 06 2017,  0.00 ,  18.12
 00Z 08 06 2017,  0.00 ,  30.92
 12Z 08 06 2017,  0.00 ,  19.62
 00Z 09 06 2017,  0.00 ,  29.48
 12Z 09 06 2017,  0.00 ,  33.08
 00Z 10 06 2017,  0.00 ,  28.76
 12Z 10 06 2017,  0.00 ,  29.89
 00Z 11 06 2017,  0.00 ,  35.10
 12Z 11 06 2017,  0.00 ,  25.37
 00Z 12 06 2017,  0.00 ,  22.20
 12Z 12 06 2017,  8.30 ,  17.39
 00Z 13 06 2017,  50.00 ,  18.62
 12Z 13 06 2017,  8.13 ,  22.91
 00Z 14 06 2017,  35.15 ,  33.87
 12Z 14 06 2017,  72.44 ,  23.52
 00Z 15 06 2017,  0.00 ,  28.76
 12Z 15 06 2017,  77.32 ,  17.28
 00Z 16 06 2017,  85.68 ,  20.73
 12Z 16 06 2017,  100.17 ,  16.04
 00Z 17 06 2017,  73.87 ,  17.27
 12Z 17 06 2017,  159.31 ,  17.35
 00Z 18 06 2017,  152.05 ,  20.16
 12Z 18 06 2017,  259.71 ,  17.11
 00Z 19 06 2017,  223.82 ,  19.75
 12Z 19 06 2017,  423.17 ,  20.86
 00Z 20 06 2017,  2.03 ,  20.95
 12Z 20 06 2017,  123.49 ,  20.94
 00Z 21 06 2017,  0.09 ,  23.42
 12Z 21 06 2017,  353.73 ,  27.32
 00Z 22 06 2017,  176.01 ,  30.80
 12Z 22 06 2017,  385.03 ,  17.76
 00Z 23 06 2017,  0.00 ,  14.88
 12Z 23 06 2017,  158.91 ,  18.80
 00Z 24 06 2017,  146.79 ,  23.21
 12Z 24 06 2017,  238.18 ,  29.91
 00Z 25 06 2017,  0.00 ,  16.77
 12Z 25 06 2017,  48.58 ,  19.84
 00Z 26 06 2017,  0.00 ,  27.88
 12Z 26 06 2017,  0.00 ,  21.86
 00Z 27 06 2017,  0.35 ,  28.60
 12Z 27 06 2017,  0.00 ,  16.71
 00Z 28 06 2017,  0.00 ,  23.25
 12Z 28 06 2017,  123.13 ,  22.69
 00Z 29 06 2017,  774.88 ,  28.12
 12Z 29 06 2017,  487.90 ,  26.41
 00Z 30 06 2017,  0.00 ,  29.51
 12Z 30 06 2017,  96.11 ,  30.90
 00Z 01 07 2017,  0.00 ,  31.63
 12Z 01 07 2017,  0.00 ,  24.29
 00Z 02 07 2017,  0.00 ,  30.97
 12Z 02 07 2017,  552.82 ,  26.79
 00Z 03 07 2017,  0.00 ,  30.71
 12Z 03 07 2017,  0.00 ,  23.11
 00Z 04 07 2017,  0.00 ,  28.43
 12Z 04 07 2017,  26.67 ,  26.68
 00Z 05 07 2017,  0.00 ,  32.99
 12Z 05 07 2017,  57.77 ,  15.41
 00Z 06 07 2017,  0.00 ,  18.43
 12Z 06 07 2017,  0.00 ,  12.88
 00Z 07 07 2017,  0.00 ,  21.85
